,Country,Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,New Recovered,Active Cases,Serious Cases,Tot Cases/1M pop,Death/1M pop,Total Tests,Tests/1M pop,Population,1 Case every X ppl,1 Death every X ppl,1 Test every X ppl,Region
33,Ukraine,76808,1318,1819,31,42524,997,32465,158,1757,42,1116641,25549,43705856,569,24027,39,Europe
34,Dominican Republic,76536,876,1246,24,40539,417,34751,317,7048,115,281926,25963,10858648,142,8715,39,North America
35,Panama,71418,1187,1574,21,45658,866,24186,161,16527,364,240995,55769,4321282,61,2745,18,North America
36,Belgium,71158,510,9859,7,17661,22,43638,61,6137,850,1767120,152407,11594739,163,1176,7,Europe
37,Kuwait,70045,620,469,1,61610,704,7966,127,16378,110,522200,122105,4276658,61,9119,8,Asia
38,Belarus,68503,127,580,3,63756,331,4167,0,7250,61,1344303,142269,9449001,138,16291,7,Europe
39,UAE,61845,239,354,1,55739,354,5752,0,6246,36,5262658,531470,9902079,160,27972,2,Asia
40,Romania,57895,1345,2566,45,28992,408,26337,458,3012,133,1319369,68631,19224024,332,7492,15,Europe
41,Netherlands,56982,601,6153,0,0,0,0,37,3325,359,1079860,63007,17138756,301,2785,16,Europe
42,Singapore,54555,301,27,0,48031,263,6497,0,9318,5,1474372,251817,5854932,107,216849,4,Asia
43,Guatemala,54339,830,2119,47,42070,871,10150,5,3028,118,172712,9624,17946900,330,8470,104,North America
44,Portugal,52061,213,1743,3,37840,275,12478,42,5107,171,1705474,167308,10193593,196,5848,6,Europe
45,Poland,49515,726,1774,18,35642,321,12099,72,1308,47,2374686,62752,37842304,764,21332,16,Europe
46,Nigeria,45244,354,930,3,32430,265,11884,7,219,5,306894,1485,206606304,4566,222157,673,Africa
47,Honduras,45098,799,1423,23,6116,195,37559,52,4546,143,109292,11018,9919704,220,6971,91,North America
48,Bahrain,42889,375,156,2,39945,369,2788,41,25130,91,876700,513691,1706669,40,10940,2,Asia
49,Japan,42263,1134,1026,4,28877,849,12360,115,334,8,938739,7425,126435856,2992,123232,135,Asia
50,Armenia,39819,233,772,2,31556,706,7491,0,13435,260,171600,57898,2963811,74,3839,17,Asia
51,Ghana,39642,567,199,0,36384,821,3059,7,1273,6,405817,13035,31133484,785,156450,77,Africa
52,Kyrgyzstan,38659,549,1447,9,30099,586,7113,24,5916,221,267718,40970,6534479,169,4516,24,Asia
53,Afghanistan,36896,67,1298,4,25840,98,9758,31,946,33,90396,2317,39009448,1057,30054,432,Asia
54,Switzerland,36108,181,1985,1,31600,0,2523,23,4169,229,822764,94997,8660952,240,4363,11,Europe
55,Algeria,33626,571,1273,12,23238,436,9115,57,766,29,0,0,43926080,1306,34506,0,Africa
56,Azerbaijan,33247,144,479,3,29275,435,3493,66,3276,47,766179,75499,10148243,305,21186,13,Asia
57,Morocco,29644,1144,449,14,20553,559,8642,31,802,12,1383816,37448,36953360,1247,82301,27,Africa
58,Uzbekistan,28315,522,175,4,19291,508,8849,228,845,5,1377915,41112,33516028,1184,191520,24,Asia
59,Serbia,27332,299,621,7,14047,0,12664,120,3129,71,723137,82799,8733665,320,14064,12,Europe
60,Moldova,26628,406,828,5,18676,509,7124,362,6603,205,128076,31757,4032983,151,4871,31,Europe
61,Ireland,26372,69,1768,5,23364,0,1240,5,5335,358,652917,132084,4943200,187,2796,8,Europe
62,Kenya,24411,538,399,8,10444,514,13568,44,453,7,335318,6223,53881160,2207,135041,161,Africa
63,Venezuela,23280,981,202,7,12470,324,10608,66,819,7,1573859,55364,28427500,1221,140730,18,South America
64,Nepal,21750,360,65,5,15389,233,6296,0,745,2,731977,25079,29186486,1342,449023,40,Asia
65,Austria,21696,130,719,0,19596,132,1381,25,2408,80,937275,104008,9011577,415,12533,10,Europe
66,Costa Rica,21070,653,200,9,7038,187,13832,103,4132,39,96110,18850,5098730,242,25494,53,North America
67,Ethiopia,20900,564,365,9,9027,429,11508,185,181,3,468814,4069,115223736,5513,315681,246,Africa
68,Australia,19862,418,255,8,11112,313,8495,52,778,10,4631419,181419,25528864,1285,100113,6,Australia/Oceania
69,El Salvador,19126,425,513,15,9236,125,9377,509,2947,79,251271,38720,6489514,339,12650,26,North America
70,Czechia,17731,202,390,2,12320,411,5021,17,1655,36,728670,68030,10711019,604,27464,15,Europe
71,Cameroon,17718,0,391,0,15320,0,2007,30,666,15,149000,5600,26606188,1502,68047,179,Africa
72,Ivory Coast,16447,98,103,0,12484,293,3860,0,622,4,104584,3956,26437950,1607,256679,253,Africa
73,S. Korea,14499,43,302,0,13501,95,696,18,283,6,1606487,31332,51273732,3536,169781,32,Asia
74,Denmark,14306,121,617,1,12787,34,902,2,2469,106,1654512,285542,5794279,405,9391,4,Europe
75,Palestine,13398,333,92,3,6907,289,6399,0,2621,18,200280,39176,5112340,382,55569,26,Asia
76,Bosnia and Herzegovina,13396,258,384,5,7042,203,5970,0,4086,117,147021,44842,3278650,245,8538,22,Europe
77,Bulgaria,13014,297,435,11,7374,220,5205,47,1874,63,294087,42358,6942854,533,15961,24,Europe
78,Madagascar,12526,304,134,7,10148,350,2244,88,451,5,46301,1668,27755708,2216,207132,599,Africa
79,Sudan,11780,0,763,0,6194,0,4823,0,268,17,401,9,43943536,3730,57593,109585,Africa
80,North Macedonia,11399,110,517,6,7480,259,3402,3,5471,248,109946,52773,2083365,183,4030,19,Europe
81,Senegal,10715,177,223,5,7101,113,3391,33,638,13,114761,6838,16783876,1566,75264,146,Africa
82,Norway,9468,59,256,0,8857,105,355,3,1745,47,472841,87152,5425471,573,21193,11,Europe
83,DRC,9309,56,215,0,8048,227,1046,0,104,2,0,0,89802184,9647,417685,0,Africa
84,Malaysia,9038,15,125,0,8713,11,200,2,279,4,991333,30591,32406372,3586,259251,33,Asia
85,French Guiana,8127,58,47,0,7240,165,840,23,27146,157,41412,138324,299385,37,6370,7,South America
86,Gabon,7787,0,51,0,5609,0,2127,11,3491,23,85369,38272,2230563,286,43737,26,Africa
87,Tajikistan,7665,40,62,1,6443,44,1160,0,802,6,0,0,9557468,1247,154153,0,Asia
88,Guinea,7664,89,49,0,6757,125,858,24,582,4,14407,1094,13164905,1718,268672,914,Africa
89,Haiti,7544,12,171,0,4832,0,2541,0,661,15,18443,1616,11416103,1513,66761,619,North America
90,Finland,7532,20,331,0,6980,0,221,0,1359,60,389500,70287,5541604,736,16742,14,Europe
91,Zambia,7164,142,199,23,5786,119,1179,0,389,11,90307,4900,18430128,2573,92614,204,Africa
92,Luxembourg,7073,66,119,1,5750,127,1204,9,11282,190,623994,995282,626952,89,5269,1,Europe
93,Mauritania,6444,0,157,0,5291,0,996,3,1383,34,57387,12313,4660728,723,29686,81,Africa
94,Paraguay,6375,315,66,5,4974,135,1335,23,893,9,135277,18943,7141091,1120,108198,53,South America
95,Albania,6016,127,188,6,3155,32,2673,23,2091,65,38997,13553,2877470,478,15306,74,Europe
96,Lebanon,5672,255,70,2,1974,94,3628,46,831,10,345268,50609,6822220,1203,97460,20,Asia
97,Croatia,5404,28,155,1,4688,99,561,7,1317,38,125317,30546,4102577,759,26468,33,Europe
98,Djibouti,5330,0,59,0,5057,0,214,0,5387,60,59909,60552,989387,186,16769,17,Africa
99,Greece,5123,149,210,0,1374,0,3539,14,492,20,619393,59456,10417673,2034,49608,17,Europe
100,Libya,4879,404,107,8,652,12,4120,0,709,16,59699,8677,6880353,1410,64302,115,Africa
101,Equatorial Guinea,4821,0,83,0,2182,0,2556,0,3426,59,44356,31525,1407001,292,16952,32,Africa
102,Maldives,4680,86,19,0,2725,22,1936,12,8643,35,85587,158071,541448,116,28497,6,Asia
103,CAR,4620,2,59,0,1641,1,2920,2,955,12,29589,6116,4837752,1047,81996,163,Africa
104,Hungary,4597,33,600,1,3463,32,534,8,476,62,352546,36504,9657785,2101,16096,27,Europe
105,Malawi,4491,65,137,1,2137,59,2217,4,234,7,33466,1745,19174840,4270,139962,573,Africa
106,Zimbabwe,4339,118,84,3,1264,26,2991,0,292,6,140421,9434,14883803,3430,177188,106,Africa
107,Nicaragua,3902,0,123,0,2913,0,866,0,588,19,0,0,6632263,1700,53921,0,North America
108,Hong Kong,3850,95,46,3,2458,144,1346,39,513,6,692430,92287,7503041,1949,163110,11,Asia
109,Congo,3546,0,58,0,1589,0,1899,0,641,10,0,0,5530506,1560,95354,0,Africa
110,Montenegro,3480,69,60,3,2178,146,1242,0,5541,96,38427,61182,628074,180,10468,16,Europe
111,Thailand,3330,2,58,0,3148,4,124,1,48,0,749213,10731,69817896,20966,1203757,93,Asia
112,Somalia,3227,0,93,0,1728,0,1406,2,203,6,0,0,15933012,4937,171323,0,Africa
113,Mayotte,3042,11,39,0,2738,0,265,2,11126,143,13000,47546,273419,90,7011,21,Africa
114,Eswatini,2968,59,55,2,1476,91,1437,5,2556,47,20784,17896,1161348,391,21115,56,Africa
115,Sri Lanka,2839,0,11,0,2541,4,287,1,133,0,166737,7783,21422362,7546,1947487,128,Asia
116,Cuba,2775,49,88,0,2409,13,278,4,245,8,285471,25205,11325899,4081,128703,40,North America
117,Cabo Verde,2734,45,27,0,2010,55,697,0,4912,49,61633,110735,556581,204,20614,9,Africa
118,Namibia,2652,112,15,3,563,7,2074,24,1042,6,29233,11485,2545264,960,169684,87,Africa
119,Mali,2552,6,124,0,1954,4,474,0,126,6,25152,1239,20302900,7956,163733,807,Africa
120,Slovakia,2480,63,29,0,1824,47,627,2,454,5,272322,49877,5459915,2202,188273,20,Europe
121,South Sudan,2450,13,47,0,1175,0,1228,0,219,4,12044,1075,11206572,4574,238438,930,Africa
122,Slovenia,2223,15,125,1,1909,25,189,2,1069,60,135702,65274,2078968,935,16632,15,Europe
123,Lithuania,2171,24,81,0,1656,6,434,6,799,30,540784,198955,2718121,1252,33557,5,Europe
124,Estonia,2124,11,63,0,1954,6,107,0,1601,47,122880,92626,1326627,625,21058,11,Europe
125,Mozambique,2120,41,15,0,795,17,1310,0,68,0,65151,2079,31333962,14780,2088931,481,Africa
126,Rwanda,2111,7,5,0,1258,21,848,0,163,0,286251,22051,12981546,6149,2596309,45,Africa
127,Suriname,2096,46,29,2,1446,119,621,9,3570,49,2785,4743,587154,280,20247,211,South America
128,Guinea-Bissau,2032,0,27,0,944,0,1061,5,1030,14,1500,761,1972277,971,73047,1315,Africa
129,Benin,1936,0,38,0,1600,0,298,1,159,3,93677,7709,12151976,6277,319789,130,Africa
130,Iceland,1930,4,10,0,1825,0,95,0,5652,29,149693,438385,341465,177,34147,2,Europe
131,Sierra Leone,1877,17,67,0,1427,26,383,0,235,8,0,0,7992169,4258,119286,0,Africa
132,Yemen,1768,5,508,0,898,4,362,0,59,17,120,4,29886896,16904,58832,249057,Asia
133,Tunisia,1642,41,51,0,1241,8,350,9,139,4,100298,8478,11830801,7205,231976,118,Africa
134,New Zealand,1569,0,22,0,1524,1,23,0,314,4,482929,96545,5002100,3188,227368,10,Australia/Oceania
135,Angola,1483,88,64,2,520,14,899,20,45,2,64747,1965,32956300,22223,514942,509,Africa
136,Uruguay,1318,9,37,0,1079,14,202,2,379,11,126956,36535,3474956,2637,93918,27,South America
137,Latvia,1275,18,32,0,1070,0,173,0,677,17,207909,110359,1883936,1478,58873,9,Europe
138,Jordan,1232,1,11,0,1171,11,50,3,121,1,628745,61562,10213138,8290,928467,16,Asia
139,Liberia,1224,3,78,0,705,6,441,0,241,15,0,0,5068618,4141,64982,0,Africa
140,Uganda,1223,10,5,0,1102,0,116,0,27,0,288367,6287,45867852,37504,9173570,159,Africa
141,Cyprus,1208,13,19,0,856,0,333,0,1000,16,216597,179267,1208238,1000,63591,6,Asia
142,Georgia,1206,9,17,0,987,13,202,0,302,4,240473,60294,3988368,3307,234610,17,Asia
143,Burkina Faso,1158,5,54,0,961,14,143,0,55,3,0,0,20954852,18096,388053,0,Africa
144,Niger,1153,1,69,0,1057,0,27,0,47,3,9052,373,24281432,21059,351905,2682,Africa
145,Togo,1012,11,22,1,697,7,293,2,122,3,45767,5516,8296582,8198,377117,181,Africa
146,Syria,999,55,48,0,311,15,640,0,57,3,0,0,17539600,17557,365408,0,Asia
147,Malta,946,20,9,0,670,2,267,0,2142,20,136713,309541,441663,467,49074,3,Europe
148,Andorra,944,5,52,0,828,3,64,1,12216,673,3750,48526,77278,82,1486,21,Europe
149,Chad,942,3,76,1,838,3,28,0,57,5,0,0,16467965,17482,216684,0,Africa
150,Gambia,935,136,16,0,136,21,783,0,386,7,5183,2139,2422754,2591,151422,467,Africa
151,Jamaica,928,8,12,0,745,0,171,0,313,4,41299,13941,2962478,3192,246873,72,North America
152,Sao Tome and Principe,878,0,15,0,797,2,66,0,3999,68,3079,14025,219544,250,14636,71,Africa
153,Botswana,804,0,2,0,63,0,739,1,341,0,68423,29041,2356075,2930,1178038,34,Africa
154,Bahamas,761,10,14,0,91,0,656,1,1933,36,4814,12230,393616,517,28115,82,North America
155,Vietnam,747,30,10,2,392,11,345,0,8,0,482456,4952,97425472,130422,9742547,202,Asia
156,Lesotho,742,16,23,2,175,1,544,0,346,11,8771,4091,2143943,2889,93215,244,Africa
157,Diamond Princess,712,0,13,0,651,0,48,4,0,0,0,0,0,0,0,0,
158,San Marino,699,0,42,0,657,0,0,0,20596,1238,6068,178797,33938,49,808,6,Europe
159,Réunion,671,1,5,0,592,0,74,3,749,6,35419,39532,895952,1335,179190,25,Africa
160,Channel Islands,597,1,47,0,533,0,17,0,3431,270,30721,176535,174022,291,3703,6,Europe
161,Guyana,538,29,22,0,189,0,327,2,684,28,5165,6563,786936,1463,35770,152,South America
162,Tanzania,509,0,21,0,183,0,305,7,8,0,0,0,59886384,117655,2851733,0,Africa
163,Taiwan,477,1,7,0,443,0,27,0,20,0,82737,3473,23821200,49940,3403028,288,Asia
164,Burundi,400,5,1,0,304,0,95,0,34,0,15614,1310,11922216,29806,11922216,764,Africa
165,Comoros,396,8,7,0,340,0,49,0,454,8,0,0,871326,2200,124475,0,Africa
166,Myanmar,357,0,6,0,308,3,43,0,7,0,122290,2246,54446388,152511,9074398,445,Asia
167,Mauritius,344,0,10,0,334,0,0,0,270,8,205285,161389,1271985,3698,127199,6,Africa
168,Isle of Man,336,0,24,0,312,0,0,0,3949,282,8627,101401,85078,253,3545,10,Europe
169,Mongolia,293,0,0,0,260,16,33,1,89,0,38334,11675,3283344,11206,0,86,Asia
170,Eritrea,282,0,0,0,225,0,57,0,79,0,0,0,3551175,12593,0,0,Africa
171,Guadeloupe,279,0,14,0,179,0,86,0,697,35,18476,46175,400131,1434,28581,22,North America
172,Martinique,276,7,15,0,98,0,163,1,736,40,12227,32585,375235,1360,25016,31,North America
173,Faeroe Islands,266,25,0,0,192,0,74,1,5442,0,43045,880590,48882,184,0,1,Europe
174,Aruba,263,92,3,0,114,2,146,0,2462,28,14047,131511,106812,406,35604,8,North America
175,Cambodia,243,0,0,0,210,8,33,1,15,0,67807,4050,16741375,68895,0,247,Asia
176,Trinidad and Tobago,210,11,8,0,135,0,67,0,150,6,9559,6828,1399950,6666,174994,146,North America
177,Cayman Islands,203,0,1,0,202,0,0,0,3085,15,31108,472780,65798,324,65798,2,North America
178,Gibraltar,190,1,0,0,184,1,6,0,5640,0,23063,684565,33690,177,0,1,Europe
179,Papua New Guinea,163,10,3,1,53,9,107,0,18,0,10808,1206,8963009,54988,2987670,829,Australia/Oceania
180,Sint Maarten,160,4,16,0,64,0,80,3,3728,373,1115,25976,42924,268,2683,38,North America
181,Bermuda,157,0,9,0,144,0,4,0,2522,145,26352,423298,62254,397,6917,2,North America
182,Brunei,141,0,3,0,138,0,0,0,322,7,41148,93968,437893,3106,145964,11,Asia
183,Barbados,133,0,7,0,100,0,26,0,463,24,12233,42563,287411,2161,41059,23,North America
184,Turks and Caicos,129,13,2,0,39,1,88,3,3327,52,1252,32295,38768,301,19384,31,North America
185,Seychelles,126,0,0,0,124,0,2,0,1280,0,0,0,98408,781,0,0,Africa
186,Monaco,125,0,4,0,105,0,16,2,3183,102,38209,972982,39270,314,9818,1,Europe
187,Bhutan,105,0,0,0,93,0,12,0,136,0,54589,70671,772443,7357,0,14,Asia
188,Antigua and Barbuda,92,0,3,0,76,0,13,1,939,31,1500,15305,98010,1065,32670,65,North America
189,Liechtenstein,89,0,1,0,85,0,3,0,2334,26,900,23598,38139,429,38139,42,Europe
190,Belize,86,14,2,0,31,0,53,2,216,5,3679,9236,398312,4632,199156,108,North America
191,French Polynesia,64,0,0,0,62,0,2,0,228,0,5849,20810,281072,4392,0,48,Australia/Oceania
192,St. Vincent Grenadines,56,0,0,0,46,0,10,0,505,0,2447,22050,110976,1982,0,45,North America
193,Saint Martin,53,0,3,0,41,0,9,1,1368,77,1183,30546,38729,731,12910,33,North America
194,Macao,46,0,0,0,46,0,0,0,71,0,4071,6261,650193,14135,0,160,Asia
195,Curaçao,31,2,1,0,28,4,2,0,189,6,1080,6579,164161,5296,164161,152,North America
196,Fiji,27,0,1,0,18,0,8,0,30,1,6693,7461,897095,33226,897095,134,Australia/Oceania
197,Saint Lucia,25,0,0,0,24,0,1,0,136,0,3895,21202,183712,7348,0,47,North America
198,Timor-Leste,25,0,0,0,24,0,1,0,19,0,4238,3209,1320812,52832,0,312,Asia
199,Grenada,24,0,0,0,23,0,1,0,213,0,6252,55536,112576,4691,0,18,North America
200,New Caledonia,22,0,0,0,22,0,0,0,77,0,11099,38839,285769,12990,0,26,Australia/Oceania
201,Laos,20,0,0,0,19,0,1,0,3,0,29374,4032,7285750,364288,0,248,Asia
202,Dominica,18,0,0,0,18,0,0,0,250,0,1005,13958,72004,4000,0,72,North America
203,Saint Kitts and Nevis,17,0,0,0,16,0,1,0,319,0,1146,21526,53237,3132,0,46,North America
204,Greenland,14,0,0,0,14,1,0,0,247,0,5977,105266,56780,4056,0,9,North America
205,Montserrat,13,0,1,0,10,0,2,0,2604,200,61,12220,4992,384,4992,82,North America
206,Caribbean Netherlands,13,0,0,0,7,0,6,0,495,0,424,16154,26247,2019,0,62,North America
207,Falkland Islands,13,0,0,0,13,0,0,0,3726,0,1816,520493,3489,268,0,2,South America
208,Vatican City,12,0,0,0,12,0,0,0,14981,0,0,0,801,67,0,0,Europe
209,Western Sahara,10,0,1,0,8,0,1,0,17,2,0,0,598682,59868,598682,0,Africa
210,MS Zaandam,9,0,2,0,0,0,7,0,0,0,0,0,0,0,0,0,
211,British Virgin Islands,9,0,1,0,7,0,1,0,298,33,1522,50312,30251,3361,30251,20,North America
212,St. Barth,9,0,0,0,6,0,3,0,911,0,1246,126113,9880,1098,0,8,North America
213,Saint Pierre Miquelon,4,0,0,0,1,0,3,0,691,0,0,0,5791,1448,0,0,North America
214,Anguilla,3,0,0,0,3,0,0,0,200,0,537,35762,15016,5005,0,28,North America
